NAME,TYPE,LOCATION,TAG,LAT,LON
여의도탁구장,지역체육시설 탁구장,서울특별시 영등포구 여의대방로 394,에너지 회복; 스트레스 해소,37.5193702,126.9327488
이랜드크루즈,대형레저시설 유람선,서울특별시 영등포구 여의동로 290,안정감; 감정 정화,37.5283378,126.93514
한강 아라호 유람선 선착장,대형레저시설 유람선,서울특별시 영등포구 여의동로 338,안정감; 감정 정화,37.5215672,126.9308087
재미삼아야구사격장 영등포점,지역체육시설 야구연습장,서울특별시 영등포구 영등포로 248,에너지 회복; 스트레스 해소,37.5189281,126.9087605
티업스크린골프,지역레저시설 스크린골프,서울특별시 영등포구 영등포로 364,에너지 회복; 스트레스 해소,37.5141272,126.9183627
영등포야구연습장,지역체육시설 야구연습장,서울특별시 영등포구 영등포로50길 8-4,에너지 회복; 스트레스 해소,37.5183894,126.9091014
당산골프아카데미,지역레저시설 스크린골프,서울특별시 영등포구 영신로 247,에너지 회복; 스트레스 해소,37.5292256,126.9038751
이재일탁구클럽,지역체육시설 탁구장,서울특별시 영등포구 영중로 131-10,에너지 회복; 스트레스 해소,37.5193447,126.9051717
한남테니스장,지역체육시설 테니스장,서울특별시 용산구 다산로 8-12,에너지 회복; 스트레스 해소,37.5475261,127.0041144
골프존GDR골프연습장,지역레저시설 스크린골프,서울특별시 용산구 백범로 341,에너지 회복; 스트레스 해소,37.5379108,126.9680126
그랜드하얏트서울 아이스링크,지역레저시설 스케이트장,서울특별시 용산구 소월로 322,에너지 회복; 스트레스 해소,37.5395501,126.997843
이촌골프클럽,지역레저시설 실내골프연습장,서울특별시 용산구 이촌로 276-1,에너지 회복; 스트레스 해소,37.5185622,126.977471
서울용산국제학교 농구장,지역체육시설 농구장,서울특별시 용산구 이태원로 285,에너지 회복; 스트레스 해소,37.5352921,126.9745241
뉴청룡볼링장,지역체육시설 볼링장,서울특별시 용산구 한강대로 257,에너지 회복; 스트레스 해소,37.5271945,126.96613
효창공원 농구장,지역체육시설 농구장,서울특별시 용산구 효창원로 177-18,에너지 회복; 스트레스 해소,37.5444454,126.9623326
TMS탁구교실,지역체육시설 탁구장,서울특별시 용산구 후암로 91-21,에너지 회복; 스트레스 해소,37.551661,126.9769176
역촌오거리탁구장,지역체육시설 탁구장,서울특별시 은평구 서오릉로 88,에너지 회복; 스트레스 해소,37.60803,126.9216712
소담스크린골프연습장,지역레저시설 스크린골프,서울특별시 은평구 연서로 317,에너지 회복; 스트레스 해소,37.6201191,126.9244896
CSI방탈출카페 연신내점,액티비티 방탈출,서울특별시 은평구 연서로29길 11-9,몰입; 감정 자극,37.6185528,126.9187967
리얼야구존 연신내점,지역체육시설 야구연습장,서울특별시 은평구 연서로29길 8-8,에너지 회복; 스트레스 해소,37.6196639,126.9185773
G스크린골프,지역레저시설 스크린골프,서울특별시 은평구 은평로11길 11-2,에너지 회복; 스트레스 해소,37.6018324,126.9235742
